#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-05T08:57:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-05T08:57:08	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out.all&-out.max=99999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[1/2352] Running sequence number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA1	(F6.2)	[0.08/180]? "sersic" position angle (3)	[ucd=pos.posAng]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f2	(F6.3)	[0.02/1]? "edgedisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu02	(F6.3)	[11.8/24.6]? "edgedisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	PA2	(F6.2)	[-90/90]? "edgedisk" PA	[ucd=pos.posAng]
#Column	hr2	(F6.2)	[1/153]? "edgedisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	hz2	(F5.2)	[0.003/39]? "edgedisk" z-scale h_z_	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA3	(F6.2)	[-90/90]? "expdisk" position angle (3)	[ucd=pos.posAng]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	f4	(F6.3)	[0.003/0.6]? "ferrer2" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu04	(F6.3)	[16/24.8]? "ferrer2" central surface sky brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	q4	(F6.3)	[0.01/1]? "ferrer2" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA4	(F6.2)	[-90/90]? "ferrer2" position angle (3)	[ucd=pos.posAng]
#Column	Rbar	(F6.2)	[3.7/232.5]? "ferrer2" outer truncation radius of the bar (R_bar_)	[ucd=phys.size.radius]
#Column	f5	(F6.3)	[0.001/0.4]? "psf" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag5	(F6.3)	[11.5/21.1]? "psf" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
recno	Seq	Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	PA1	Re	n	f2	mu02	PA2	hr2	hz2	f3	mag3	q3	PA3	hr3	mu03	f4	mu04	q4	PA4	Rbar	f5	mag5
    4406	2205	UGC08201  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.212	 0.449	 87.98	 64.22	24.246	      	      	      	      	      	      	
    4407	2206	UGC08246  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.759	14.533	 0.243	 83.03	 30.63	23.960	      	      	      	      	      	      	
    4408	2206	UGC08246  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.241	22.217	 0.131	-84.28	 51.66	      	
    4409	2207	UGC08282  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.988	15.004	 0.326	 88.71	 10.94	22.194	      	      	      	      	      	      	
    4410	2207	UGC08282  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.012	19.796
    4411	2208	UGC08303  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.631	 0.789	 14.70	 23.48	22.480	      	      	      	      	      	      	
    4412	2209	UGC08313  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.096	 0.336	 34.20	 17.01	22.245	      	      	      	      	      	      	
    4413	2210	UGC08320  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.182	 0.630	-22.90	 39.50	23.161	      	      	      	      	      	      	
    4414	2211	UGC08331  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.554	 0.325	-46.00	 29.83	23.922	      	      	      	      	      	      	
    4415	2212	UGC08365  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.883	14.266	 0.338	-70.91	 31.41	23.747	      	      	      	      	      	      	
    4416	2212	UGC08365  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.117	22.154	 0.179	-64.04	 30.31	      	
    4417	2213	UGC08385  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.979	13.893	 0.430	-78.92	 24.57	22.840	      	      	      	      	      	      	
    4418	2213	UGC08385  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.021	22.777	 0.167	 84.99	 21.00	      	
    4419	2214	UGC08441  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.259	 0.495	 68.95	 30.31	23.662	      	      	      	      	      	      	
    4420	2215	UGC08449  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.404	 0.284	-13.12	 13.28	23.016	      	      	      	      	      	      	
    4421	2216	UGC08489  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.826	14.801	 0.508	-79.08	 17.62	23.027	      	      	      	      	      	      	
    4422	2216	UGC08489  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.174	21.733	 0.175	-79.30	 25.33	      	
    4423	2217	UGC08507  	_dbarf  	2	5	B      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.918	13.504	 0.701	  6.20	 22.19	22.231	      	      	      	      	      	      	
    4424	2217	UGC08507  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.082	22.648	 0.268	 18.42	 37.81	      	
    4425	2219	UGC08516  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.994	13.308	 0.732	 39.96	  9.32	20.151	      	      	      	      	      	      	
    4426	2219	UGC08516  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.006	18.785
    4427	2220	UGC08575  	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.965	22.418	 31.04	 19.52	 6.77	      	      	      	      	      	      	      	      	      	      	      	      	
    4428	2220	UGC08575  	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.035	18.728
    4429	2221	UGC08588  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.192	 0.872	 77.59	 16.56	22.282	      	      	      	      	      	      	
    4430	2222	UGC08597  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.827	14.200	 0.958	-19.34	 17.60	22.423	      	      	      	      	      	      	
    4431	2222	UGC08597  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.173	21.234	 0.266	 76.37	 20.91	      	
    4432	2223	UGC08614  	_dbarf  	2	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.933	13.083	 0.670	 -0.30	 35.82	22.849	      	      	      	      	      	      	
    4433	2223	UGC08614  	_dbarf  	2	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.067	23.380	 0.271	  4.13	 56.25	      	
    4434	2226	UGC08639  	_bd     	2	5	B      	sersic  	 0.019	18.658	 0.577	143.37	  6.46	 0.378	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4435	2226	UGC08639  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.981	14.305	 0.670	 -7.03	 20.04	22.810	      	      	      	      	      	      	
    4436	2227	UGC08642  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.918	-69.91	 12.53	 3.37	      	      	      	      	      	      	      	      	      	      	      	      	
    4437	2228	UGC08651  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.363	 0.561	 68.90	 34.47	24.045	      	      	      	      	      	      	
    4438	2229	UGC08658  	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.959	12.986	 0.587	-65.26	 20.41	21.531	      	      	      	      	      	      	
    4439	2229	UGC08658  	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.037	21.461	 0.573	-78.36	 12.47	      	
    4440	2229	UGC08658  	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.004	18.902
    4441	2230	UGC08662  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	20.975	 73.34	 12.23	 2.77	      	      	      	      	      	      	      	      	      	      	      	      	
    4442	2231	UGC08684  	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.994	20.116	 31.28	 16.77	 5.37	      	      	      	      	      	      	      	      	      	      	      	      	
    4443	2231	UGC08684  	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.006	18.829
    4444	2232	UGC08688  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.331	 0.739	 81.92	 11.38	21.608	      	      	      	      	      	      	
    4445	2233	UGC08693  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.682	 0.303	 -9.73	 10.56	20.796	      	      	      	      	      	      	
    4446	2234	UGC08726  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.616	 0.289	-58.06	 16.91	22.752	      	      	      	      	      	      	
    4447	2235	UGC08733  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.977	13.664	 0.594	 21.33	 19.86	22.149	      	      	      	      	      	      	
    4448	2235	UGC08733  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.023	21.246	 0.537	-37.11	  6.75	      	
    4449	2236	UGC08737  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.600	17.920	-30.07	 12.69	 1.68	      	      	      	      	      	      	      	      	      	      	      	      	
    4450	2236	UGC08737  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.400	20.512	-22.44	 27.87	 7.41	      	      	      	      	      	      	      	      	      	      	      	      	
    4451	2237	UGC08756  	_bdbar  	3	5	B      	sersic  	 0.426	13.833	 0.690	 92.57	  3.17	 5.003	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4452	2237	UGC08756  	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.238	14.468	 0.340	 83.56	 14.34	22.246	      	      	      	      	      	      	
    4453	2237	UGC08756  	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.335	19.936	 0.306	 88.94	 25.98	      	
    4454	2238	UGC08760  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.378	 0.314	 32.60	 37.16	24.224	      	      	      	      	      	      	
    4455	2239	UGC08795  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.977	14.473	 0.336	  3.97	 11.91	21.847	      	      	      	      	      	      	
    4456	2239	UGC08795  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.023	19.930	 0.021	  5.54	 12.75	      	
    4457	2240	UGC08837  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.308	 0.276	 21.53	 54.98	24.005	      	      	      	      	      	      	
    4458	2241	UGC08839  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.985	15.171	 0.727	-48.73	 19.75	23.644	      	      	      	      	      	      	
    4459	2241	UGC08839  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.015	19.833
    4460	2242	UGC08851  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.875	15.791	 0.449	-53.90	 14.22	23.551	      	      	      	      	      	      	
    4461	2242	UGC08851  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.125	23.485	 0.334	-38.40	 21.86	      	
    4462	2243	UGC08877  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.973	14.851	 0.774	-11.19	 18.48	23.180	      	      	      	      	      	      	
    4463	2243	UGC08877  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.027	23.223	 0.280	-30.43	 13.96	      	
    4464	2244	UGC08892  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.653	 0.668	 60.83	 20.94	23.254	      	      	      	      	      	      	
    4465	2245	UGC08899  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.918	15.376	 0.303	-87.91	 12.04	22.774	      	      	      	      	      	      	
    4466	2245	UGC08899  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.082	22.077	 0.279	-72.65	 12.02	      	
    4467	2246	UGC08909  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.989	13.871	 0.822	 57.53	 11.94	21.252	      	      	      	      	      	      	
    4468	2246	UGC08909  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.011	22.567	 0.329	-44.82	  9.94	      	
    4469	2247	UGC08988  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	19.898	 -6.54	  9.30	 2.59	      	      	      	      	      	      	      	      	      	      	      	      	
    4470	2248	UGC08995  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.975	13.884	 0.453	  2.02	 22.04	22.595	      	      	      	      	      	      	
    4471	2248	UGC08995  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.025	22.738	 0.505	-21.55	 13.00	      	
    4472	2249	UGC09056  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.166	 0.446	-46.46	  6.74	20.304	      	      	      	      	      	      	
    4473	2250	UGC09057  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.927	13.648	 0.355	 -6.07	 27.08	22.807	      	      	      	      	      	      	
    4474	2250	UGC09057  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.073	21.337	 0.262	-22.27	 18.36	      	
    4475	2251	UGC09071  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.986	14.074	 0.266	 36.63	 15.61	22.036	      	      	      	      	      	      	
    4476	2251	UGC09071  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.014	18.706
    4477	2253	UGC09128  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.703	 0.542	 37.23	 28.28	23.956	      	      	      	      	      	      	
    4478	2254	UGC09169  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.162	22.039	 52.86	 14.21	 4.12	      	      	      	      	      	      	      	      	      	      	      	      	
    4479	2254	UGC09169  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.838	22.903	 40.13	 63.79	14.30	      	      	      	      	      	      	      	      	      	      	      	      	
    4480	2255	UGC09206  	_dd     	2	5	D      	sersic  	 0.246	15.371	 0.280	163.06	 11.92	 0.104	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4481	2255	UGC09206  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.754	14.150	 0.515	-12.57	 10.34	21.218	      	      	      	      	      	      	
    4482	2256	UGC09215  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.856	12.929	 0.446	-19.21	 26.61	22.050	      	      	      	      	      	      	
    4483	2256	UGC09215  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.144	19.708	 0.305	-68.71	 16.42	      	
    4484	2257	UGC09240  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.415	 0.886	 78.00	 25.69	22.460	      	      	      	      	      	      	
    4485	2258	UGC09242  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.559	 71.23	 38.81	 4.56	      	      	      	      	      	      	      	      	      	      	      	      	
    4486	2259	UGC09245  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.876	14.100	 0.727	 -2.84	 23.99	22.995	      	      	      	      	      	      	
    4487	2259	UGC09245  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.124	21.586	 0.182	 17.74	 26.70	      	
    4488	2260	UGC09249  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.809	 85.22	 18.82	 5.08	      	      	      	      	      	      	      	      	      	      	      	      	
    4489	2261	UGC09274  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.394	 0.723	 55.74	 16.34	21.455	      	      	      	      	      	      	
    4490	2262	UGC09282  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.288	 0.651	-71.52	 14.94	23.156	      	      	      	      	      	      	
    4491	2263	UGC09291  	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.986	13.051	 0.554	-76.76	 16.85	21.179	      	      	      	      	      	      	
    4492	2263	UGC09291  	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.011	21.201	 0.203	 78.65	  9.75	      	
    4493	2263	UGC09291  	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.002	19.565
